SampleSize,EstimatedThetaG_P,EstimatedSigmaG_P,EstimatedThetaTildeG_P,EstimatedGammaG_P,EstimatedLambdaG_P1,EstimatedSigmaLambda2G_P1,EstimatedLambdaG_P2,EstimatedSigmaLambda2G_P2,EstimatedThetaLR_P,EstimatedGammaLR_P,EstimatedGammaHuangLR_P,EstimatedLambdaLR_P1,EstimatedSigmaLambda2LR_P1,EstimatedLambdaLR_P2,EstimatedSigmaLambda2LR_P2
50,0.514609374999999,5.59992,0.386093749999999,0.825813293457037,2.50130088902445,18.529714631601,5.94085341166521,82.0125117330865,0.513343420777881,1.03048502231456,0.477444487966161,2.50130088902445,21.3889727559519,5.94085341166521,82.0125117330865
50,0.6125,5.019352,0.521171874999999,0.417041320800785,2.68787206735955,4.54630842417296,5.8680058224933,81.9948147063709,0.741322337164531,0.8904049845834,0.85817887169385,2.48727682926431,7.57183145917127,5.8680058224933,81.9948147063709
50,0.6450390625,10.450376,0.542499999999999,0.52571296691895,2.03164048707773,2.16324939118864,6.12043871281728,82.0510088759809,0.627447102223714,1.12768386114906,0.360800508810316,2.06194351738076,3.49455538195327,6.12043871281728,82.0510088759809
50,0.488154296874999,9.19412,0.377480468749999,0.612434811592107,2.73578815096084,7.44073677629141,6.11651714418983,82.0502399409559,0.593934309445785,1.18634109354266,0.786247381111006,2.4711584394271,9.62589041614777,6.11651714418983,82.050239940956
50,0.717978515625,10.055944,0.598828125,0.70984077930451,2.02160914965491,4.46147763639374,6.13981914010034,82.0547649984588,0.680520411479671,1.24035852333925,0.313880333056924,2.11257394466382,7.02565633168346,6.13981914010034,82.0547649984589
50,0.623984375,9.73469600000001,0.499570312499999,0.773942947387701,2.70431895266885,8.58604707792941,6.19942703086516,82.0658717131166,0.692465395765621,1.34122359556447,0.667154234871511,2.50861378064789,12.7093206280239,6.19942703086516,82.1093135193425
50,0.563759765625,6.076976,0.461220703124999,0.52571296691895,2.54121136036859,4.9071502107387,5.92194035359759,82.0080403110653,0.58350368919898,1.34214460696061,0.485726181005746,2.48238783095683,7.65083656969342,5.92194035359759,82.0080403110653
50,0.71408203125,12.11624,0.596640625,0.689624195098882,1.78610520335125,2.34544938960251,6.15883109668035,82.0583796479086,0.740548121815084,0.761784882081064,0.592297891935078,1.74214385069425,2.13802496913558,6.15883109668035,82.0583796479086
50,0.6674609375,6.72448,0.542499999999999,0.780761795043951,2.10656428623137,7.4543544259361,6.06821808381843,82.0405180675813,0.678201807494615,1.31334702669448,0.350692090979199,2.04097288838191,10.1093348201104,6.06821808381843,82.0405180675813
50,0.357314453124999,5.83572,0.245546874999998,0.624599575996404,2.3097773972766,3.43861400815342,5.90751705442028,82.0045730649845,0.450757483853396,1.10543723915662,0.855897827201965,2.26215834965755,4.12053315679858,5.90751705442028,82.0045730649845
50,0.74005859375,6.23452,0.62125,0.705774097442631,1.99315330369474,2.86539488231245,5.9548071012818,82.0157568707875,0.66217781101739,1.39681626360104,0.189557666614635,2.06335034802972,4.37499109076706,5.9548071012818,82.0400309360175
50,0.785791015625,7.816024,0.666640625,0.709840779304507,1.95787789416074,2.45721383406656,6.1046593131776,82.3412848310838,0.762398541073171,1.46882522874719,0.385689886715059,1.98644932273217,4.86897021255086,6.1046593131776,90.8056698812806
50,0.537714843749999,9.12764800000001,0.422187499999999,0.667328357696539,2.36495655793617,4.18640008756731,6.05576980815344,82.0379353784859,0.58776510984884,1.15478320511125,0.642422996753962,2.36495655793617,6.13672803751097,6.05576980815344,82.0379353784859
50,0.630751953125,9.495032,0.511191406249999,0.714736218452458,2.23677926014885,4.14916841391288,5.12823601340094,34.383259834834,0.491140319226566,1.64459348269744,0.14094569099198,2.43742276318366,6.35224388814771,5.12823601340094,41.4629816260787
50,0.888876953125,9.28392799999999,0.7817578125,0.573725514411929,1.93406837035121,5.60720121433892,6.10862756714585,82.0486837992537,0.862005599363998,1.17139639967726,0.503460397687231,2.11364043622546,8.73896304271456,6.10862756714585,82.0486837992537
50,0.5925390625,10.52972,0.460058593749999,0.877553730010993,2.36889666237,5.92368815611742,6.1848548401235,82.1237815241355,0.641821008876935,1.14055435156112,0.734423628384918,2.25768380115714,6.7639867498431,6.1848548401235,82.0632173097938
50,0.79638671875,7.534664,0.67703125,0.712286396026614,1.75957644654854,3.03302632329011,6.01311948548492,82.0288387633613,0.79002513672095,1.72211404549507,0.485129237470725,1.75957644654854,5.53343837267434,6.01311948548492,82.0864740490547
50,0.541269531249999,7.514784,0.426289062499999,0.661025409698492,2.31355345812829,3.93394842062745,6.00436670834557,82.0269234764994,0.614211809163212,0.793615542304135,0.641553455820162,2.18840853059206,5.29441069053591,6.00436670834556,82.0269234764994
50,0.365654296874999,6.648392,0.211640624999998,1.18601055622102,2.69978431023568,12.1982303936457,6.08051330346467,82.0430376362307,0.579324606594324,0.865973884716694,0.800265655746688,2.02201810802816,7.11275961440606,6.08051330346468,82.0430376362307
